player_name,player_position,player_team,year,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Antonio Brown,WR,FA,2010,14,3,4,27,9.0,0,0,0,0.0,0,0.0,4.2,0.0
Jordan Shipley,WR,FA,2010,14,3,4,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Kenny Britt,WR,FA,2010,14,4,8,39,9.8,0,0,0,0.0,0,0.0,3.9,0.0
Early Doucet,WR,FA,2010,14,2,8,24,12.0,0,1,3,3.0,0,0.0,3.7,0.0
Michael Jenkins,WR,FA,2010,14,2,5,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Jordy Nelson,WR,FA,2010,14,2,2,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Steve Smith,WR,FA,2010,14,2,3,17,8.5,0,1,9,9.0,0,0.0,3.6,0.0
T.J. Houshmandzadeh,WR,FA,2010,14,2,3,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Jason Avant,WR,FA,2010,14,3,3,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Roy Williams,WR,FA,2010,14,2,4,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
David Gettis,WR,FA,2010,14,2,4,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Danny Amendola,WR,FA,2010,14,3,5,16,5.3,0,0,0,0.0,0,0.0,3.1,0.0
Jacoby Ford,WR,FA,2010,14,2,5,43,21.5,0,1,-2,-2.0,0,0.0,3.1,0.0
Bryant Johnson,WR,FA,2010,14,2,3,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Antwaan Randle El,WR,FA,2010,14,2,2,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Devin Hester,WR,FA,2010,14,2,4,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Brian Robiskie,WR,FA,2010,14,2,3,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Terrell Owens,WR,FA,2010,14,1,6,22,22.0,0,0,0,0.0,0,0.0,2.7,0.0
Terrance Copper,WR,FA,2010,14,2,3,15,7.5,0,0,0,0.0,0,0.0,2.5,0.0
Greg Lewis,WR,FA,2010,14,2,3,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Brian Finneran,WR,FA,2010,14,2,2,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Braylon Edwards,WR,FA,2010,14,1,2,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Chad Hall,WR,FA,2010,14,2,3,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Donald Driver,WR,FA,2010,14,2,8,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Donald Jones,WR,FA,2010,14,2,3,14,7.0,0,1,-2,-2.0,0,0.0,2.2,0.0
Devin Aromashodu,WR,FA,2010,14,1,1,16,16.0,0,0,0,0.0,0,0.0,2.1,0.0
Mike Williams,WR,FA,2010,14,1,5,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Brett Swain,WR,FA,2010,14,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Steve Smith,WR,FA,2010,14,1,3,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Riley Cooper,WR,FA,2010,14,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Nate Burleson,WR,FA,2010,14,1,1,12,12.0,0,1,-1,-1.0,0,0.0,1.6,0.0
Sammie Stroughter,WR,FA,2010,14,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Jeremy Maclin,WR,FA,2010,14,1,3,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Chris Chambers,WR,FA,2010,14,1,1,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Derek Hagan,WR,FA,2010,14,1,3,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Eric Weems,WR,FA,2010,14,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Justin Gage,WR,FA,2010,14,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Davone Bess,WR,FA,2010,14,1,7,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Andre Roberts,WR,FA,2010,14,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Sam Hurd,WR,FA,2010,14,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Dwayne Bowe,WR,FA,2010,14,1,7,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Greg Camarillo,WR,FA,2010,14,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Mario Manningham,WR,FA,2010,14,1,3,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Chansi Stuckey,WR,FA,2010,14,1,3,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Michael Crabtree,WR,FA,2010,14,1,5,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Johnny Knox,WR,FA,2010,14,2,4,16,8.0,0,0,0,0.0,0,0.0,0.6,0.0
Brad Smith,WR,FA,2010,14,0,0,0,0.0,0,2,1,0.5,0,0.0,0.1,0.0
Josh Cribbs,WR,FA,2010,14,1,1,7,7.0,0,1,-11,-11.0,0,0.0,0.1,0.0
Darren McFadden,RB,FA,2010,14,3,3,86,28.7,1,16,123,7.7,2,0.0,40.4,0.0
Michael Turner,RB,FA,2010,14,1,1,12,12.0,0,28,112,4.0,3,0.0,30.9,0.0
Chris Johnson,RB,FA,2010,14,8,8,68,8.5,0,22,111,5.0,1,0.0,27.9,0.0
Tim Hightower,RB,FA,2010,14,0,2,0,0.0,0,18,148,8.2,2,0.0,24.8,0.0
Ahmad Bradshaw,RB,FA,2010,14,5,6,12,2.4,0,11,103,9.4,1,0.0,20.0,0.0
Brian Westbrook,RB,FA,2010,14,6,6,87,14.5,1,9,23,2.6,0,0.0,20.0,0.0
Knowshon Moreno,RB,FA,2010,14,5,7,32,6.4,0,19,81,4.3,1,0.0,19.8,0.0
Maurice Jones-Drew,RB,FA,2010,14,3,6,19,6.3,0,23,101,4.4,1,0.0,19.5,0.0
Ryan Torain,RB,FA,2010,14,2,2,10,5.0,0,24,172,7.2,0,0.0,19.2,0.0
Brandon Jacobs,RB,FA,2010,14,0,0,0,0.0,0,14,116,8.3,1,0.0,17.6,0.0
Rashad Jennings,RB,FA,2010,14,0,1,0,0.0,0,5,109,21.8,1,0.0,16.9,0.0
LeSean McCoy,RB,FA,2010,14,3,3,4,1.3,0,16,149,9.3,0,0.0,16.8,0.0
Felix Jones,RB,FA,2010,14,4,4,42,10.5,0,13,41,3.2,1,0.0,16.3,0.0
Ray Rice,RB,FA,2010,14,8,8,66,8.3,0,19,54,2.8,0,0.0,16.0,0.0
Arian Foster,RB,FA,2010,14,4,7,25,6.3,0,20,100,5.0,0,0.0,14.5,0.0
Mike Tolbert,RB,FA,2010,14,1,1,13,13.0,0,16,66,4.1,1,0.0,14.4,0.0
Mike Goodson,RB,FA,2010,14,1,2,6,6.0,0,9,70,7.8,1,0.0,14.1,0.0
Ryan Mathews,RB,FA,2010,14,1,2,6,6.0,0,16,65,4.1,1,0.0,13.6,0.0
Steven Jackson,RB,FA,2010,14,4,4,38,9.5,0,16,96,6.0,0,0.0,13.4,0.0
Darren Sproles,RB,FA,2010,14,5,5,51,10.2,0,6,53,8.8,0,0.0,12.9,0.0
Fred Jackson,RB,FA,2010,14,1,4,3,3.0,0,29,112,3.9,0,0.0,12.0,0.0
Peyton Hillis,RB,FA,2010,14,4,5,10,2.5,0,21,108,5.1,0,0.0,11.8,0.0
Jonathan Stewart,RB,FA,2010,14,0,1,0,0.0,0,18,133,7.4,0,0.0,11.3,0.0
Javarris James,RB,FA,2010,14,0,1,0,0.0,0,17,49,2.9,1,0.0,10.9,0.0
Marshawn Lynch,RB,FA,2010,14,7,8,37,5.3,0,10,29,2.9,0,0.0,10.1,0.0
Danny Woodhead,RB,FA,2010,14,2,3,1,0.5,0,7,21,3.0,1,0.0,9.2,0.0
Keiland Williams,RB,FA,2010,14,3,7,60,20.0,0,4,16,4.0,0,0.0,9.1,0.0
Pierre Thomas,RB,FA,2010,14,4,4,29,7.3,0,12,39,3.3,0,0.0,8.8,0.0
BenJarvus Green-Ellis,RB,FA,2010,14,0,1,0,0.0,0,21,87,4.1,0,0.0,8.7,0.0
Reggie Bush,RB,FA,2010,14,5,5,22,4.4,0,9,39,4.3,0,0.0,8.6,0.0
Rashard Mendenhall,RB,FA,2010,14,1,2,9,9.0,0,18,66,3.7,0,0.0,8.0,0.0
Donald Brown,RB,FA,2010,14,3,5,24,8.0,0,15,38,2.5,0,0.0,7.7,0.0
Chester Taylor,RB,FA,2010,14,1,2,8,8.0,0,3,1,0.3,1,0.0,7.4,0.0
Anthony Dixon,RB,FA,2010,14,1,1,8,8.0,0,14,60,4.3,0,0.0,7.3,0.0
Matt Forte,RB,FA,2010,14,2,6,36,18.0,0,9,25,2.8,0,0.0,7.1,0.0
Marcel Reece,RB,FA,2010,14,4,4,48,12.0,0,2,3,1.5,0,0.0,7.1,0.0
Willis McGahee,RB,FA,2010,14,0,0,0,0.0,0,4,7,1.8,1,0.0,6.7,0.0
LaDainian Tomlinson,RB,FA,2010,14,2,3,5,2.5,0,19,49,2.6,0,0.0,6.4,0.0
Maurice Morris,RB,FA,2010,14,1,1,6,6.0,0,11,51,4.6,0,0.0,6.2,0.0
Shonn Greene,RB,FA,2010,14,3,4,29,9.7,0,8,17,2.1,0,0.0,6.1,0.0
Cedric Benson,RB,FA,2010,14,3,3,26,8.7,0,8,19,2.4,0,0.0,6.0,0.0
Cadillac Williams,RB,FA,2010,14,4,4,34,8.5,0,3,6,2.0,0,0.0,6.0,0.0
Jamaal Charles,RB,FA,2010,14,2,3,9,4.5,0,10,40,4.0,0,0.0,5.9,0.0
Keith Toston,RB,FA,2010,14,1,1,23,23.0,0,5,22,4.4,0,0.0,5.0,0.0
LeGarrette Blount,RB,FA,2010,14,0,1,0,0.0,0,15,68,4.5,0,0.0,4.8,0.0
Jahvid Best,RB,FA,2010,14,1,2,4,4.0,0,13,38,2.9,0,0.0,4.7,0.0
Chris Ivory,RB,FA,2010,14,0,0,0,0.0,0,7,47,6.7,0,0.0,4.7,0.0
Brandon Jackson,RB,FA,2010,14,3,4,9,3.0,0,7,19,2.7,0,0.0,4.3,0.0
Ahmard Hall,RB,FA,2010,14,3,3,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Lance Ball,RB,FA,2010,14,1,3,-3,-3.0,0,8,38,4.8,0,0.0,4.0,0.0
Tashard Choice,RB,FA,2010,14,1,1,17,17.0,0,7,16,2.3,0,0.0,3.8,0.0
Tyrell Sutton,RB,FA,2010,14,3,3,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
Ronnie Brown,RB,FA,2010,14,0,2,0,0.0,0,16,55,3.4,0,0.0,3.5,0.0
Ricky Williams,RB,FA,2010,14,0,1,0,0.0,0,10,34,3.4,0,0.0,3.4,0.0
LaRod Stephens-Howling,RB,FA,2010,14,2,2,11,5.5,0,4,13,3.3,0,0.0,3.4,0.0
C.J. Spiller,RB,FA,2010,14,0,0,0,0.0,0,8,33,4.1,0,0.0,3.3,0.0
Michael Robinson,RB,FA,2010,14,0,2,0,0.0,0,3,33,11.0,0,0.0,3.3,0.0
Le'Ron McClain,RB,FA,2010,14,2,2,20,10.0,0,1,2,2.0,0,0.0,3.2,0.0
Stefan Logan,RB,FA,2010,14,0,0,0,0.0,0,5,30,6.0,0,0.0,3.0,0.0
Leon Washington,RB,FA,2010,14,1,3,13,13.0,0,4,10,2.5,0,0.0,2.8,0.0
Brian Leonard,RB,FA,2010,14,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Adrian Peterson,RB,FA,2010,14,0,0,0,0.0,0,14,26,1.9,0,0.0,2.6,0.0
Ovie Mughelli,RB,FA,2010,14,1,2,16,16.0,0,1,3,3.0,0,0.0,2.4,0.0
Dimitri Nance,RB,FA,2010,14,1,1,14,14.0,0,2,4,2.0,0,0.0,2.3,0.0
Javon Ringer,RB,FA,2010,14,1,1,8,8.0,0,2,10,5.0,0,0.0,2.3,0.0
Michael Bush,RB,FA,2010,14,0,0,0,0.0,0,5,22,4.4,0,0.0,2.2,0.0
Justin Forsett,RB,FA,2010,14,1,3,9,9.0,0,3,5,1.7,0,0.0,1.9,0.0
Corey McIntyre,RB,FA,2010,14,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
Mewelde Moore,RB,FA,2010,14,0,0,0,0.0,0,4,18,4.5,0,0.0,1.8,0.0
Greg Jones,RB,FA,2010,14,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Toby Gerhart,RB,FA,2010,14,1,2,1,1.0,0,3,11,3.7,0,0.0,1.7,0.0
Beanie Wells,RB,FA,2010,14,0,0,0,0.0,0,6,16,2.7,0,0.0,1.6,0.0
Fred Taylor,RB,FA,2010,14,0,0,0,0.0,0,3,16,5.3,0,0.0,1.6,0.0
Bernard Scott,RB,FA,2010,14,0,0,0,0.0,0,4,15,3.8,0,0.0,1.5,0.0
Jerome Felton,RB,FA,2010,14,0,1,0,0.0,0,6,15,2.5,0,0.0,1.5,0.0
Isaac Redman,RB,FA,2010,14,1,1,6,6.0,0,1,4,4.0,0,0.0,1.5,0.0
Jason Wright,RB,FA,2010,14,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Earnest Graham,RB,FA,2010,14,1,1,5,5.0,0,1,2,2.0,0,0.0,1.2,0.0
D.J. Ware,RB,FA,2010,14,1,1,12,12.0,0,3,-6,-2.0,0,0.0,1.1,0.0
Lorenzo Booker,RB,FA,2010,14,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
John Kuhn,RB,FA,2010,14,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Joe McKnight,RB,FA,2010,14,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Jackie Battle,RB,FA,2010,14,0,0,0,0.0,0,3,8,2.7,0,0.0,0.8,0.0
Mike Bell,RB,FA,2010,14,0,0,0,0.0,0,3,8,2.7,0,0.0,0.8,0.0
Gartrell Johnson,RB,FA,2010,14,0,1,0,0.0,0,6,8,1.3,0,0.0,0.8,0.0
James Starks,RB,FA,2010,14,0,1,0,0.0,0,6,8,1.3,0,0.0,0.8,0.0
Owen Schmitt,RB,FA,2010,14,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Lousaka Polite,RB,FA,2010,14,0,0,0,0.0,0,2,5,2.5,0,0.0,0.5,0.0
Correll Buckhalter,RB,FA,2010,14,1,2,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Jacob Hester,RB,FA,2010,14,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Derrick Ward,RB,FA,2010,14,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Sammy Morris,RB,FA,2010,14,0,0,0,0.0,0,1,2,2.0,0,0.0,0.2,0.0
Thomas Jones,RB,FA,2010,14,0,0,0,0.0,0,3,1,0.3,0,0.0,0.1,0.0
Jason Witten,TE,FA,2010,14,7,7,69,9.9,2,0,0,0.0,0,0.0,22.4,0.0
Bo Scaife,TE,FA,2010,14,4,4,20,5.0,2,0,0,0.0,0,0.0,16.0,0.0
Vernon Davis,TE,FA,2010,14,5,7,70,14.0,1,0,0,0.0,0,0.0,15.5,0.0
Marcedes Lewis,TE,CHI,2010,14,4,4,57,14.3,1,0,0,0.0,0,0.0,13.7,0.0
Rob Gronkowski,TE,FA,2010,14,5,6,43,8.6,1,0,0,0.0,0,0.0,12.8,0.0
Kellen Winslow,TE,FA,2010,14,2,4,52,26.0,1,0,0,0.0,0,0.0,12.2,0.0
Owen Daniels,TE,FA,2010,14,5,11,91,18.2,0,0,0,0.0,0,0.0,11.6,0.0
Tony Gonzalez,TE,FA,2010,14,4,7,28,7.0,1,0,0,0.0,0,0.0,10.8,0.0
Kevin Boss,TE,FA,2010,14,4,9,23,5.8,1,0,0,0.0,0,0.0,10.3,0.0
Craig Stevens,TE,FA,2010,14,3,4,20,6.7,1,0,0,0.0,0,0.0,9.5,0.0
Zach Miller,TE,FA,2010,14,4,5,68,17.0,0,0,0,0.0,0,0.0,8.8,0.0
Will Heller,TE,FA,2010,14,1,1,13,13.0,1,0,0,0.0,0,0.0,7.8,0.0
Andrew Quarless,TE,FA,2010,14,5,6,62,12.4,0,0,0,0.0,0,0.0,6.7,0.0
Logan Paulsen,TE,FA,2010,14,1,1,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Jonathan Stupar,TE,FA,2010,14,3,3,45,15.0,0,0,0,0.0,0,0.0,6.0,0.0
Jacob Tamme,TE,FA,2010,14,4,5,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Martellus Bennett,TE,FA,2010,14,4,5,30,7.5,0,0,0,0.0,0,0.0,5.0,0.0
Dustin Keller,TE,FA,2010,14,3,12,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Jeremy Shockey,TE,FA,2010,14,4,5,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
Anthony Fasano,TE,FA,2010,14,2,2,33,16.5,0,0,0,0.0,0,0.0,4.3,0.0
Daniel Fells,TE,FA,2010,14,3,3,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Mike Sellers,TE,FA,2010,14,2,3,28,14.0,0,0,0,0.0,0,0.0,3.8,0.0
John Gilmore,TE,FA,2010,14,2,2,27,13.5,0,0,0,0.0,0,0.0,3.7,0.0
Randy McMichael,TE,FA,2010,14,2,2,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Reggie Kelly,TE,FA,2010,14,4,6,15,3.8,0,0,0,0.0,0,0.0,3.5,0.0
Chris Cooley,TE,FA,2010,14,2,4,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Bear Pascoe,TE,FA,2010,14,2,2,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Aaron Hernandez,TE,FA,2010,14,2,4,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Jimmy Graham,TE,NO,2010,14,1,1,21,21.0,0,0,0,0.0,0,0.0,2.6,0.0
Brandon Pettigrew,TE,FA,2010,14,2,3,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Tony Moeaki,TE,FA,2010,14,2,2,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Chris Baker,TE,FA,2010,14,1,2,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
David Martin,TE,FA,2010,14,1,1,13,13.0,0,0,0,0.0,0,0.0,1.8,0.0
Stephen Spach,TE,FA,2010,14,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Jared Cook,TE,FA,2010,14,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Cameron Morrah,TE,FA,2010,14,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Benjamin Watson,TE,FA,2010,14,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Brody Eldridge,TE,FA,2010,14,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Delanie Walker,TE,FA,2010,14,1,3,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Visanthe Shiancoe,TE,FA,2010,14,1,4,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Ed Dickson,TE,FA,2010,14,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Jimmy Kleinsasser,TE,FA,2010,14,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Greg Olsen,TE,FA,2010,14,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
David Thomas,TE,FA,2010,14,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Matt Spaeth,TE,FA,2010,14,1,3,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Dante Rosario,TE,FA,2010,14,1,2,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Tony Scheffler,TE,FA,2010,14,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Daniel Graham,TE,FA,2010,14,1,5,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Billy Bajema,TE,FA,2010,14,1,1,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Brandon Myers,TE,FA,2010,14,1,1,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Leonard Pope,TE,FA,2010,14,1,2,-2,-2.0,0,0,0,0.0,0,0.0,0.3,0.0
Vincent Jackson,WR,FA,2010,15,5,7,112,22.4,3,0,0,0.0,0,0.0,31.7,0.0
Mario Manningham,WR,FA,2010,15,8,12,113,14.1,2,0,0,0.0,0,0.0,25.3,0.0
Austin Collie,WR,FA,2010,15,8,10,87,10.9,2,0,0,0.0,0,0.0,24.7,0.0
Santana Moss,WR,FA,2010,15,8,13,72,9.0,2,2,-1,-0.5,0,0.0,23.1,0.0
Calvin Johnson,WR,FA,2010,15,10,12,152,15.2,0,0,0,0.0,0,0.0,20.2,0.0
Brandon Marshall,WR,FA,2010,15,11,12,106,9.6,1,0,0,0.0,0,0.0,20.1,0.0
Jeremy Maclin,WR,FA,2010,15,7,11,59,8.4,2,0,0,0.0,0,0.0,19.4,0.0
Jacoby Ford,WR,FA,2010,15,3,5,47,15.7,0,1,71,71.0,1,0.0,19.3,0.0
Mike Williams,WR,FA,2010,15,6,11,96,16.0,1,0,0,0.0,0,0.0,18.6,0.0
Mike Sims-Walker,WR,FA,2010,15,4,8,42,10.5,2,0,0,0.0,0,0.0,18.2,0.0
James Jones,WR,FA,2010,15,5,8,95,19.0,1,0,0,0.0,0,0.0,18.0,0.0
Kevin Walter,WR,FA,2010,15,7,10,79,11.3,1,0,0,0.0,0,0.0,17.4,0.0
Larry Fitzgerald,WR,FA,2010,15,9,10,125,13.9,0,0,0,0.0,0,0.0,17.0,0.0
Brian Robiskie,WR,FA,2010,15,5,6,82,16.4,1,0,0,0.0,0,0.0,16.7,0.0
Roddy White,WR,FA,2010,15,7,13,65,9.3,1,0,0,0.0,0,0.0,16.0,0.0
Steve Johnson,WR,FA,2010,15,6,9,69,11.5,1,0,0,0.0,0,0.0,15.9,0.0
Brandon Lloyd,WR,FA,2010,15,4,5,79,19.8,1,0,0,0.0,0,0.0,15.9,0.0
Kenny Britt,WR,FA,2010,15,6,9,128,21.3,0,0,0,0.0,0,0.0,15.8,0.0
Percy Harvin,WR,FA,2010,15,5,7,72,14.4,1,1,-1,-1.0,0,0.0,15.6,0.0
Hakeem Nicks,WR,FA,2010,15,6,9,63,10.5,1,0,0,0.0,0,0.0,15.3,0.0
Johnny Knox,WR,FA,2010,15,2,7,78,39.0,1,0,0,0.0,0,0.0,14.8,0.0
Andre Johnson,WR,FA,2010,15,6,12,58,9.7,1,0,0,0.0,0,0.0,14.8,0.0
Mike Wallace,WR,FA,2010,15,7,10,102,14.6,0,1,8,8.0,0,0.0,14.5,0.0
Josh Morgan,WR,FA,2010,15,7,9,106,15.1,0,0,0,0.0,0,0.0,14.1,0.0
Braylon Edwards,WR,FA,2010,15,8,11,100,12.5,0,0,0,0.0,0,0.0,14.0,0.0
David Nelson,WR,FA,2010,15,3,3,61,20.3,1,0,0,0.0,0,0.0,13.6,0.0
Nate Burleson,WR,FA,2010,15,4,6,28,7.0,1,1,25,25.0,0,0.0,13.3,0.0
Anthony Armstrong,WR,FA,2010,15,5,6,100,20.0,0,0,0,0.0,0,0.0,12.5,0.0
Michael Jenkins,WR,FA,2010,15,3,4,48,16.0,1,0,0,0.0,0,0.0,12.3,0.0
Davone Bess,WR,FA,2010,15,9,13,78,8.7,0,0,0,0.0,0,0.0,12.3,0.0
Miles Austin,WR,FA,2010,15,3,7,38,12.7,1,0,0,0.0,0,0.0,11.3,0.0
Emmanuel Sanders,WR,FA,2010,15,7,13,78,11.1,0,0,0,0.0,0,0.0,11.3,0.0
Marques Colston,WR,FA,2010,15,6,11,81,13.5,0,0,0,0.0,0,0.0,11.1,0.0
Greg Jennings,WR,FA,2010,15,4,5,30,7.5,1,1,-1,-1.0,0,0.0,10.9,0.0
Andre Caldwell,WR,FA,2010,15,4,6,89,22.3,0,0,0,0.0,0,0.0,10.9,0.0
Mike Williams,WR,FA,2010,15,8,13,66,8.3,0,0,0,0.0,0,0.0,10.6,0.0
Lance Moore,WR,FA,2010,15,2,3,26,13.0,1,0,0,0.0,0,0.0,9.6,0.0
Danny Amendola,WR,FA,2010,15,7,11,60,8.6,0,0,0,0.0,0,0.0,9.5,0.0
Devin Hester,WR,FA,2010,15,2,3,23,11.5,1,0,0,0.0,0,0.0,9.3,0.0
Nate Washington,WR,FA,2010,15,2,4,20,10.0,1,0,0,0.0,0,0.0,9.0,0.0
Jacoby Jones,WR,FA,2010,15,7,9,50,7.1,0,0,0,0.0,0,0.0,8.5,0.0
Santonio Holmes,WR,FA,2010,15,6,10,40,6.7,0,0,0,0.0,0,0.0,7.0,0.0
Pierre Garcon,WR,FA,2010,15,5,6,44,8.8,0,0,0,0.0,0,0.0,6.9,0.0
Devery Henderson,WR,FA,2010,15,3,4,53,17.7,0,0,0,0.0,0,0.0,6.8,0.0
Justin Gage,WR,FA,2010,15,1,2,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Dwayne Bowe,WR,FA,2010,15,2,6,53,26.5,0,0,0,0.0,0,0.0,6.3,0.0
Kelley Washington,WR,FA,2010,15,2,2,49,24.5,0,0,0,0.0,0,0.0,5.9,0.0
Reggie Wayne,WR,FA,2010,15,5,9,34,6.8,0,0,0,0.0,0,0.0,5.9,0.0
Mike Thomas,WR,FA,2010,15,3,5,63,21.0,0,0,0,0.0,0,0.0,5.8,0.0
Wes Welker,WR,FA,2010,15,3,6,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Chris Chambers,WR,FA,2010,15,3,4,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Sam Hurd,WR,FA,2010,15,4,6,35,8.8,0,0,0,0.0,0,0.0,5.5,0.0
Earl Bennett,WR,FA,2010,15,3,4,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Steve Breaston,WR,FA,2010,15,2,5,42,21.0,0,0,0,0.0,0,0.0,5.2,0.0
Derek Hagan,WR,FA,2010,15,3,6,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Jason Hill,WR,FA,2010,15,2,5,40,20.0,0,0,0,0.0,0,0.0,5.0,0.0
Jason Avant,WR,FA,2010,15,3,5,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
Arrelious Benn,WR,FA,2010,15,3,4,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Brandon LaFell,WR,FA,2010,15,3,3,33,11.0,0,0,0,0.0,0,0.0,4.8,0.0
Derrick Mason,WR,FA,2010,15,1,2,42,42.0,0,0,0,0.0,0,0.0,4.7,0.0
David Gettis,WR,FA,2010,15,3,3,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
DeSean Jackson,WR,FA,2010,15,3,8,52,17.3,0,0,0,0.0,0,0.0,4.7,0.0
Chad Johnson,WR,FA,2010,15,2,3,36,18.0,0,0,0,0.0,0,0.0,4.6,0.0
Donald Driver,WR,FA,2010,15,3,6,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
Naaman Roosevelt,WR,FA,2010,15,2,3,35,17.5,0,0,0,0.0,0,0.0,4.5,0.0
Damian Williams,WR,FA,2010,15,1,1,39,39.0,0,0,0,0.0,0,0.0,4.4,0.0
Brandon Gibson,WR,FA,2010,15,3,6,29,9.7,0,0,0,0.0,0,0.0,4.4,0.0
